Name,ratings,Number of ratings,catagory,address,open 24 hrs,link,comments
"icddr,b OST Centre, Jatrabari, Dhaka",,,Medical Center,"PC6M+6XW, Dholpur Madrasar Goli, New Road",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Safe Care General Hospital,3.5,2,Hospital,"106 West Dholaipar, Jatrabari Dhaka",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Medicom General Hospital,3.6,5,General hospital,"Mona Tower, Shahid Faroque Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""To ensure equitable healthcare for every resident in Bangladesh, ..."""
Siraj-Khaleda Memorial Cantonment Board General Hospital,3.8,121,Hospital,1206 Rd No. 04,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Meditech General Hospital,3.3,34,General hospital,বীর উত্তম এম এ রব সড়ক,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""Very busy and all time cloudy"""
Bangladesh Community General Hospital,4.2,10,General hospital,Dhaka - Demra Highway,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
জুতা হসপিটাল,,,Hospital,"R9XQ+533, Unnamed Road",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Bangladesh Retired Govt. Employees Medical Centre & Diagnostic Center,4.3,46,Hospital,"House#75/A, Road# 5/A Dhanmondi, Satmasjid Road",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""People from all over dhaka can come here and consult with doctors ..."""
BRB Hospitals Limited,3.8,664,Hospital,77/A Panthapath,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""The new hospital is a full face medical service of all kinds."""
Anwer Khan Modern Medical College Hospital,3.9,694,Private hospital,"house-17, Rd No. 8",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""Pharmacy emergency on the right side as you enter, all medicines ..."""
ICU Specialized Hospital Ltd.,4.3,3,Hospital,9/A Nawab Katra Nimtoli Ln,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Abeer General Hospital,3.6,35,General hospital,18 New Eskaton Road,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
BIHS General Hospital,4.1,315,Hospital,"125, 1 Darus Salam Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Lubana General Hospital & Uttara Cardiac Center,3.5,249,General hospital,"House no 09, 40 Gareeb-e-Nawaz Ave",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""They have all kinds of doctors in this hospital (except dental), Some ..."""
Central Hospital Limited,4,606,General hospital,"House # 2 সড়ক নং ৫, Green Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""Cheap and flexible for all type of peoples..."""
"International Health Centre Ltd, Kuril Biswha Road",3.7,19,Private hospital,RC9C+283,No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
AASTAR Hospital,3.3,9,Hospital,VCJV+2RG,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""It is located beside local market and all types of shop like groceries, ..."""
Salauddin Specialized Hospital Ltd.,3.6,236,Hospital,"44/A, Hatkhola Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Holy Health Hospital,3.2,6,Hospital,R9CW+263,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""You will get all sort of dental treatments here within affordable prices."""
AL-MANAR HOSPITAL LTD.,4.1,259,General hospital,"Plot No:Umo(ঙ), Block No:Rossoi(ই, Satmasjid Road",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""There is a 25% discount on all exams for everyone, and the use of ..."""
Anuar Hospital,,,Hospital,P9WG+HCJ,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Baridhara General Hospital Limited,5,6,Hospital,"Ka-54/1, 1212 Progoti Sharani",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Proposed Hospital,,,Hospital,MA 33/C Bir Uttam Rafiqul Islam Ave,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Mugda Medical College and Hospital,4.1,"1,433",Government hospital,Hazi Kadam Ali Rd,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
CURE Specialized hospital ltd,2.4,23,Hospital,109 Bir Uttam Ziaur Rahman Rd,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""... a trusted service organization suitable for people of all professions ..."""
এস.পি.আর.সি এন্ড নিউরোলজি হসপিটাল,3.7,238,Private hospital,135 New Eskaton Road,No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Combined Military Hospital (CMH),4.5,831,Military hospital,"R97X+QHJ, C.M.H In Road",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Ad-Din Medical College Hospital,4,713,Private hospital,"2 Bara Maghbazar, Outer Circular Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
"Super Specialized Hospital, BSMMU",4.8,38,Specialized hospital,"P9RW+76P, Kazi Nazrul Islam Ave",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
"International Centre for Diarrheal Disease Research, Bangladesh",4.6,394,Hospital,Shaheed Tajuddin Ahmed Ave,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Ahsania Mission Cancer and General Hospital - AMCGH,4.3,279,Hospital,"Plot-03 , Embankment Drive Way Sector-10 , Uttara Model Town",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Ekuria General Hospital,3.7,7,Hospital,Dhaka - Mawa Hwy,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Ashiya general Hospital,,,Hospital,"School Building-3, C O Rd",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
BIRDEM General Hospital,4.3,"1,148",Specialized hospital,122 Kazi Nazrul Islam Ave,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
LABAID Cardiac Hospital,4,398,Specialized hospital,"House-01 & 03, রোড-০৪",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""... wall of every floor. Call centre /Helpline of the hospital is 10606."""
Dr. Ratan Clinic,,,Private hospital,"69 P-Q, Ground Floor, Green Road, Panthapath",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Universal Medical College Hospital Ltd.,3.8,313,University hospital,"74G/75, Pea-cock Square, New Airport Road",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""all medical sections are available. Especially they have separate ..."""
OGSB Maternity Hospital,4.1,75,Hospital,Zoo Road,No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Shebika General Hospital & Diagnostic Center,2,4,Hospital,68/K Sonargaon Bhaban,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
East West Medical College & Hospital,4.2,264,Hospital,"Aichi Nagar, JBCS Sarani P.O- Khayertek",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Farazy Diagonistic & Hospital Ltd Natun Bazar,4.1,31,Hospital,QCXH+644,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""Almost all kinds of medical facilities are avilable here including ..."""
Bangabandhu Sheikh Mujib Medical University Hospital,4.4,"1,839",Government hospital,·,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Dhaka Metro Eye Hospital,3.6,9,Hospital,"ka-51, Pragati Avenue, Kuril Chowrasta (Vatara), Dhaka-1229, Pragati Ave",No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""The Shop on the ground floor provides for all necessary eye related ..."""
York Hospital,4.3,28,Hospital,"House no.12 &, 13 Rd 22, Block#K",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Comfort Diagnostic Centre Pvt. Ltd.,4,312,Hospital,"Comfort Tower, 167/B Green Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
"Islami Bank Central Hospital, Kakrail",4,481,Private hospital,"30, Islami Bank Hospital Bhaban, VIP Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
amiodoctor,,,Private hospital,"2, 1 Ring Rd",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Vision community Hospital,,,Hospital,"Bangladesh Eye Hospital, House- 78, Satmasjid Road",No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Baridhara Genarel Hospital Ltd.,3.7,23,Hospital,·,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Bangladesh ENT Hospital,3.9,197,Specialized hospital,"4/1-A Sobhanbag, Mirpur Road Navana Newbury place(3rd floor) Opposite to, Dhaka",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Eastern Care Hospital Limited,3.4,10,Hospital,"7/3,Gate, 2 Block # A",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Sheba General Hospital & Diagnostic Center,3.7,6,Private hospital,"Q9F8+2J8, Khilji Rd",No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Assurance Hospital,5,1,Hospital,Q9WF+C63,No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Dhaka Medical College Hospital,4.3,"1,929",Government hospital,Secretariat Rd,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""People of all class visit here. Except some arrogant doctors almost ..."""
Medical College For Women and Hospital,4,207,General hospital,"VC52+87V, Plot No 4 Road-8/9, Sector-1",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""In all the services of Mdical College For Women and Hospital, expect ..."""
cardihope hospital,,,Hospital,2 Gulshan Ave,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Green Life Hospital Ltd.,5,11,Private hospital,"Bir Uttam, 32, Green Road, KM Shafiullah Sarak",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
লেজার আথরইটিজ হসপিটা,,,Hospital,"Q92P+M76, Panthapath",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
LABAID GULSHAN,3.7,143,Private hospital,"House # 13/A(4th Floor, Road#35",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""Good facilities and you can get all types of doctors and diagnostic ..."""
CPHD General Hospital Ltd.,4,2,General hospital,24 Shaheed Tajuddin Ahmed Ave,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
National Institute of Mental Health and Hospital,4.3,240,Government hospital,Q9C9+X74,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Al Biruni Hospital And Diagnostic Service,5,1,Hospital,3 Mirpur Rd,No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Green Life Medical College Hospital,3.8,986,Private hospital,"MAK Khan Tower, 31 and 31/1 Bir Uttam Shafiullah Sarak, Green Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""Ready to provide all medical needs"""
Emergency Department (NITOR),4,16,Hospital,Sayed Mahbub Morshed Rd,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""... good qualities for every people."""
Clinic,,,Hospital,2 Mirpur Rd,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Manob Hospital,,,Hospital,"41, 1 Green Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Dr. Fazlul Haque Colorectal Hospital Limited,4,97,Hospital,726/A Satmasjid Road,No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
250 Beded E-TB and chestdiseases Hospital and one stop TB service centre,4.4,104,Government hospital,Shyamoli,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
CKD & Urology Hospital ( ICU & NEPHROLOGY UNIT),3.9,11,Hospital,29 Road No. 3,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Nurjahan orthopedics and General Hospital,3.6,7,Hospital,"Rupayan Shelford, 23/6, Mirpur Rd",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,"""There all stup behaviour is well. I visit it for my company work."""
Amader Hospital Ltd.,2.3,3,Hospital,105/f W Agargaon,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Crescent Hospital Limited,3.7,27,Hospital,22/2 Mirpur Rd,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Sheikh Hasina National Institute of Burn & Plastic Surgery,4.4,438,Government hospital,63 A H M Kamruzzaman Sharani,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""All doctors are caring & co-operative. I recommend this hospital."""
Bangladesh Premium Hospital,4,6,Hospital,"P8PQ+7MX, Laboni Point, Basilla Road, Ghatarchar Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Amar Hospital Ltd,3.4,46,Specialized hospital,"4/2, Daffodil Tower, Sobhanbag, 1207 Mirpur Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,"""All types of cardiac problem can be solved here."""
Dhaka Central International Medical College & Hospital (DCIMCH),3.9,339,Private hospital,"2, 1 Ring Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
"Islami Bank Hospital Mugda, Dhaka",3.7,92,Hospital,"1, 24/B Kamalapur Manda Rd",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Al Noor Eye Hospital,4.1,174,Hospital,"1, 9 Satmasjid Road",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Centre for the Rehabilitation of the Paralysed (CRP) - Mirpur,4.3,326,Hospital,"Plot A/5, Block A",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Dr Rokeya's Clinic,,,Hospital,QCJH+7PG,No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
ঢাকা হাসপাতালের,2.3,3,Hospital,,No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Sir Salimullah Medical College,4.2,"1,633",Government hospital,Mitford Rd,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Dhaka Healthcare Hospital,4.7,3,Hospital,"Muktijodha Tower 1, Gohnobi Road",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
LAB4 General Hospital,,,Hospital,"P8JM+5HH, Rasel Bhabon, Ati Bazar, Keranigonj, Dhaka",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Mary Orthopedic General Hospital and Diagnosis Center,3.5,2,Hospital,Q9H9+7VP,No,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Kuwait Bangladesh Friendship Govt. Hospital,4.1,315,Government hospital,319 Isakha Ave,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
"Medicine Admission Room, SshmcH",,,Hospital,"Q99C+P9Q, Unnamed Road",Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Jamuna General Hospital,,,Hospital,"Q989+VQ4, College Gate",,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Popular Medical College Hospital,3.7,3,Medical Center,"House: 08, Road: 02 Dhaka",,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Delta Hospital Ltd.,3.7,102,Hospital,2 Tolarbag 1st Ln,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Trauma Center & AO Orthopaedic Hospital (Pvt.) Ltd.,3.9,159,Specialized hospital,"22, 8/A Mirpur Rd",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Dhaka Trauma Center And Specialised Orthopedic Hospital,3.6,15,Hospital,"23/6, 3rd Floor, Rupayan Shelford, Mirpur Road",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Makka Eye Hospital,4.2,248,Hospital,"Plot No, 6 Rd No. 3",No,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Central Police Hospital,4.5,361,Hospital,,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
The ENT and Head Neck Cancer Hospital and Institute,4.4,138,Hospital,"Plot No.-F, 12 W Agargaon",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Popular Medical College Hospital,3.9,461,Hospital,"House # 25, 25 Road No. 2",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Combine Military Hospital,5,3,Hospital,R9HQ+8H5,Yes,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
IBN Sina Specialized Hospital,4.3,799,Hospital,"H.No, 68 Rd Number 15",Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),4.3,632,Specialized hospital,Sayed Mahbub Morshed Rd,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
yolk hospital limited,,,Hospital,QCW2+J5W,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
হাসপাতাল ল্যাবরেটরি ও বিশেষঞ্জ ডাক্তার চেম্বার,1,1,General hospital,Q9XV+RG6,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,
Bangladesh Medical College Hospital,4.1,857,Private hospital,Rd No. 14A,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
National Institute of Kidney Diseases & Urology,4.3,347,Government hospital,·,Yes,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,
Railway General Hospital,4,24,Hospital,PCPF+GFV,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Once upon a time, railway hospital was very famous for its classy treatment."""
Rowshan Ara Hospital,,,Hospital,"PCHJ+M5X, Kamalapur Manda Rd",Yes,,
Monowara Orthopedic and General Hospital,3.8,53,Hospital,"35/7, 1 Kamalapur Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The interior of this hospital isn't good."""
Tauhida General Hospital & Diagnostic Center,3.5,2,Hospital,"PCCH+PHH, Atish Deepankar Rd",No,,
Government Community Hospital,,,Hospital,Hospital Zone,No,,
Mugda Medical College and Hospital,4.1,"1,433",Government hospital,Hazi Kadam Ali Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very Big private hospital in Mugda Motijheel areas with all facilities."""
"Bangladesh Bank Medical Center, Motijheel, Dhaka",5,4,Medical Center,"PCGF+J55, Kamalapur Box Culvert Rd",No,,
Anower Khan Modern Medical College Hospital Limited,4.3,4,Hospital,193 Kamalapur Box Culvert Rd,No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The Environment, hospitality, service are also well"""
People's Life Digonistic Center,3,2,Hospital,PCMH+4MV,No,,
Chankharpul General Hospital,3.3,42,General hospital,"PCF2+C8M, Nawab Katra Rd",No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A local hospital that cannot afford modern facilities."""
Dhaka Mohanagar General Hospital,3.8,42,Hospital,PC74+J45,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""This hospital is small and medical facility is limited."""
Capital General Hospital,4.1,20,General hospital,"Mojumder Villa, 23/1 Keshab Benarjee Rd",No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Capital General Hospital is a popular Hospital in sutrapur."""
NTRS Hospital,,,Hospital,K.M. Das Ln,,,
T&T Colony Clinic,,,Government hospital,,,,
নুর মোহামমদ,,,Hospital,"PC46+JGM, Bangla Bazar Rd",No,,
গোলাপবাগ মনোয়ারা হাসপাতাল,5,1,Hospital,PCC7+2QC,,,
Shaheed Khalek-Ibrahim General Hospital,4.1,42,Hospital,"4, 1 Rankin St",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Overall It's a nice Hospital."""
Medi-Path Hospital,5,1,Hospital,31 Nawab Eusuf Rd,,,
দৃষ্টি হাসপাতাল,,,Hospital,"PC79+R96, Rd No. 4",,,
Jatrabari General Hospital Ltd,4.5,2,Hospital,PC5Q+698,No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Overall development hospital in Jatrabari area."""
Bangladesh Community General Hospital,4.2,10,General hospital,Dhaka - Demra Highway,Yes,,
Aurora Specialized Hospital Ltd.,5,13,Private hospital,"19/1 Khulna Trade Square, opposite Karnafuli Garden City, Bir Uttam Samsul Alam Sarak, Kakrail",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Inn Sha Allah being Best hospital in Bangladesh..."""
Al-Karim General Hospital Limited,4.3,58,General hospital,"Haji Borhanuddin tower, 17/A Uttar",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A good hospital for the Islamic mind."""
Al -Falah Genarel Hospital & Diagnostic Center,2.3,4,Hospital,109 Maniknagar Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The hospital is serving the people with their staff and doctors."""
C M C Information Counter,,,Hospital,"Noysorgic Villa, 529, South Manda,, Dhaka Pear Ali Lane",,,
Badhon Hospital,3.2,5,Hospital,Ahsan Market Mitford Road,Yes,,
Arafat General Hospital & Diagnostic Center,5,1,General hospital,"81/B-2, Hosni Dalal Road, Chankharpool",Yes,,
Government Employee Hospital,4.3,191,Government hospital,"Government Staff Hospital, College Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""All the required general services are available in this hospital."""
Zadie,,,Hospital,234 Nawabpur Rd,,,
Dhaka Hospital,3.8,72,Hospital,17 D.C RAY Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""One of the best private hospital in this area."""
Lab Aid Hospital,3.5,15,Hospital,PC89+W4G,Yes,,
"Supply Chain Management Department, Asgar Ali Hospital",,,Hospital,PC5F+65C,,,
Health Aid Hospital Limited,3.1,11,Hospital,"50, Dhakeshwari Rd, Lalbagh Rd",,,
Ever Health Hospital Ltd,5,1,Hospital,"4,5 Mitford Road, Mitford Tower, Dhaka-1100 Dhaka",Yes,,
Ashiya general Hospital,,,Hospital,"School Building-3, C O Rd",,,
নগর মাতৃসদন আজিমপুর,,,Maternity hospital,"P9GJ+GHM, রোড",No,,
"ICDDRB, Kamalapur Field office",4.1,11,Hospital,"PC8J+6H3, Lichubagan Rd",Yes,,
SAFEWAY EYE AND DENTAL HOSPITAL,4.7,3,Hospital,"55, Atish Diponkar Road, South Mugda, Mugda Dhaka",,,
Salauddin Specialized Hospital Ltd.,3.6,236,Hospital,"44/A, Hatkhola Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Its more like Bangladesh Medical college & Hospital."""
Royal Dutch Medical College Hospital,,,University hospital,"North Manda, Last Side of Manda Road (Opposite to Ethical Garments), Mugda DAG 369/1468 Dhaka",Yes,,
Sumona Hospital,3.8,68,Hospital,PC55+5X5,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very hospitable nurses and doctors of sumona hospital"""
সাউথ ইস্ট মডেল হাসপাতাল,3.8,19,Hospital,"28, 29 D I T Plot",Yes,,
Asgar Ali Hospital - Finance Department,4.5,4,Hospital,"PC5F+555, Distilary Rd",,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""It’s Administrative Building of Assgar ALI Hospital"""
Siraj-Khaleda Memorial Cantonment Board General Hospital,3.8,121,Hospital,1206 Rd No. 04,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""This hospital is especially buildup for civilian and armed personnel."""
Medi Bangla General Hospital,4,19,Hospital,"PC4J+7W5, New Road",Yes,,
Islami Bank Specialized And General Hospital,4.1,79,Hospital,"71, 72 VIP Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""One of the best & affordable hospital in Bangladesh."""
"Super Specialized Hospital, BSMMU",4.8,38,Specialized hospital,"P9RW+76P, Kazi Nazrul Islam Ave",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best Hospital in Bangladesh"""
Modern Hospital,4.8,5,Hospital,PC76+CMG,No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""One of the Popular hospitals in the town"""
Salman Group Ltd.,,,Hospital,"PCJJ+R22, Form Mugda Main Road Mugda, Manda Road",,,
"Islami Bank Hospital, Motijheel",4,284,Private hospital,24/B Outer Circular Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""This hospital provides treatment to almost all departments."""
"Islami Bank Hospital Mugda, Dhaka",3.7,92,Hospital,"1, 24/B Kamalapur Manda Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Medium category hospital"""
Medicom General Hospital,3.6,5,General hospital,"Mona Tower, Shahid Faroque Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""To ensure equitable healthcare for every resident in Bangladesh, ..."""
Ramkrishna Mission Medical Service Center,4.7,17,Hospital,27 Ram Krishna Mission Rd,No,,
ICU Specialized Hospital Ltd.,4.3,3,Hospital,9/A Nawab Katra Nimtoli Ln,,,
Safe Care General Hospital,3.5,2,Hospital,"106 West Dholaipar, Jatrabari Dhaka",,,
Building-6 ~ SSMC Mitford Hospital,,,Hospital,"PC62+HFH, Mitford Rd",,,
Dhaka Unique Hospital,,,Hospital,31 Nawab Eusuf Rd,Yes,,
Royal General Hospital Ltd.,3.9,21,Hospital,PF22+957,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""One of the biggest hospital at Sonir akhra."""
Al-Arafat Hospital,3.6,14,Hospital,39 Mitford Rd,Yes,,
Millennium Specialized Hospital Ltd.,4.3,19,Hospital,·,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Private Hospital at Gandaria"""
Doctors' General Hospital,4.3,10,General hospital,31-32 Dhaka - Mawa Hwy,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good hospital but surrounding should be improved."""
